,course_code,course_name,section_number,course_type,course_hours,course_gender,course_day,course_time,final_exam_day,final_exam_date,final_exam_time,lecturer
0,316 هال,عمارة الحاسبات ولغات التجميع,12424,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],1,1444-11-29,08:00 ص - 11:00 ص,['بلقاسم بن يوسف']
0,316 هال,عمارة الحاسبات ولغات التجميع,12425,تمارين,ذكر,مفتوحة,['1'],['  02:45 م - 03:50 م'],---,---,---,['بلقاسم بن يوسف']
0,316 هال,عمارة الحاسبات ولغات التجميع,37654,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],1,1444-11-29,08:00 ص - 11:00 ص,['مساعد عبدالعزيز ابراهيم الحسين']
0,316 هال,عمارة الحاسبات ولغات التجميع,37655,تمارين,ذكر,مفتوحة,['1'],['  01:30 م - 02:35 م'],---,---,---,['مساعد عبدالعزيز ابراهيم الحسين']
0,316 هال,عمارة الحاسبات ولغات التجميع,80898,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],1,1444-11-29,08:00 ص - 11:00 ص,['عيسى احمد ناصر الغنيم']
0,316 هال,عمارة الحاسبات ولغات التجميع,80899,تمارين,ذكر,مفتوحة,['3'],['  01:30 م - 02:35 م'],---,---,---,['عيسى احمد ناصر الغنيم']
0,335 نال,معمارية نظم ادارة قواعد البيانات,12516,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],7,1444-11-28,01:00 م - 04:00 م,['المتولى محمد المتولى مصطفى']
0,335 نال,معمارية نظم ادارة قواعد البيانات,12517,تمارين,ذكر,مفتوحة,['4'],['  01:30 م - 02:35 م'],---,---,---,['محمد عبدالكريم عبدالرحمن الناجم']
0,335 نال,معمارية نظم ادارة قواعد البيانات,12518,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],7,1444-11-28,01:00 م - 04:00 م,['المتولى محمد المتولى مصطفى']
0,335 نال,معمارية نظم ادارة قواعد البيانات,12519,تمارين,ذكر,مفتوحة,['4'],['  02:45 م - 03:50 م'],---,---,---,['محمد عبدالكريم عبدالرحمن الناجم']
0,335 نال,معمارية نظم ادارة قواعد البيانات,85356,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],7,1444-11-28,01:00 م - 04:00 م,['المتولى محمد المتولى مصطفى']
0,335 نال,معمارية نظم ادارة قواعد البيانات,85357,تمارين,ذكر,مفتوحة,['1'],['  01:30 م - 02:35 م'],---,---,---,['محمد عبدالكريم عبدالرحمن الناجم']
0,445 هال,بروتوكولات وخوارزميات الشبكات,12465,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],1,1444-11-29,08:00 ص - 11:00 ص,['عاصم ناصر عبدالرحمن اليحيى']
0,445 هال,بروتوكولات وخوارزميات الشبكات,12466,تمارين,ذكر,مفتوحة,['3'],['  04:00 م - 05:05 م'],---,---,---,['عاصم ناصر عبدالرحمن اليحيى']
0,106 ريض,حساب التكامل,81635,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['بندر ناصر خليفه المحلسى المطيرى']
0,106 ريض,حساب التكامل,81636,تمارين,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81637,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['ابراهيم صالح ابراهيم العليان']
0,106 ريض,حساب التكامل,81638,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81639,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['حسين محمد احمد صدراوى']
0,106 ريض,حساب التكامل,81640,تمارين,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81641,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-12-01,08:00 ص - 11:00 ص,['مصطفى خليل دملخي']
0,106 ريض,حساب التكامل,81642,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81643,محاضرة,3,ذكر,['1 3 5'],['  01:30 م - 02:35 م'],2,1444-12-01,08:00 ص - 11:00 ص,['تي ام جي احسان الله جوشيدين']
0,106 ريض,حساب التكامل,81644,تمارين,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81645,محاضرة,3,ذكر,['1 3 5'],['  02:45 م - 03:50 م'],2,1444-12-01,08:00 ص - 11:00 ص,['فتحي بن محمد بوزفور']
0,106 ريض,حساب التكامل,81646,تمارين,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81647,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['محمد ناصر حسن ال شفلوت الغامدى']
0,106 ريض,حساب التكامل,81648,تمارين,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81649,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['محمد ناصر حسن ال شفلوت الغامدى']
0,106 ريض,حساب التكامل,81650,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81651,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['محفوظ عالم']
0,106 ريض,حساب التكامل,81652,تمارين,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81653,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-12-01,08:00 ص - 11:00 ص,['مراد بن محمد بن سليمان']
0,106 ريض,حساب التكامل,81654,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81655,محاضرة,3,ذكر,['1 3 5'],['  01:30 م - 02:35 م'],2,1444-12-01,08:00 ص - 11:00 ص,['مباريز غارييف']
0,106 ريض,حساب التكامل,81656,تمارين,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81657,محاضرة,3,ذكر,['1 3 5'],['  02:45 م - 03:50 م'],2,1444-12-01,08:00 ص - 11:00 ص,['مباريز غارييف']
0,106 ريض,حساب التكامل,81658,تمارين,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81659,محاضرة,3,ذكر,"['2', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-12-01,08:00 ص - 11:00 ص,['نجم الدين بن محمد الشرفي']
0,106 ريض,حساب التكامل,81660,تمارين,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81661,محاضرة,3,ذكر,"['2 4', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-12-01,08:00 ص - 11:00 ص,['عماد بن التومي بشار']
0,106 ريض,حساب التكامل,81662,تمارين,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81663,محاضرة,3,ذكر,"['4', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-12-01,08:00 ص - 11:00 ص,['عماد بن التومي بشار']
0,106 ريض,حساب التكامل,81664,تمارين,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,81755,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-12-01,08:00 ص - 11:00 ص,['حسين محمد احمد صدراوى']
0,106 ريض,حساب التكامل,81756,تمارين,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,82670,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['بندر ناصر خليفه المحلسى المطيرى']
0,106 ريض,حساب التكامل,82671,تمارين,ذكر,مفتوحة,"['4', '4']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,82672,محاضرة,3,ذكر,"['4', '4', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م', '  11:45 ص - 12:50 م']",2,1444-12-01,08:00 ص - 11:00 ص,['نجم الدين بن محمد الشرفي']
0,106 ريض,حساب التكامل,82673,تمارين,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,82674,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['مراد بن محمد بن سليمان']
0,106 ريض,حساب التكامل,82675,تمارين,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,82676,محاضرة,3,ذكر,"['3 5', '1']","['  11:45 ص - 12:50 م', '  11:45 ص - 12:50 م']",2,1444-12-01,08:00 ص - 11:00 ص,['مباريز غارييف']
0,106 ريض,حساب التكامل,82677,تمارين,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,82678,محاضرة,3,ذكر,"['3 5', '1']","['  09:15 ص - 10:20 ص', '  09:15 ص - 10:20 ص']",2,1444-12-01,08:00 ص - 11:00 ص,['نبيل الهاشمى الوريمى']
0,106 ريض,حساب التكامل,82679,تمارين,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,106 ريض,حساب التكامل,82680,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-12-01,08:00 ص - 11:00 ص,['نبيل الهاشمى الوريمى']
0,106 ريض,حساب التكامل,82681,تمارين,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,111 عال,برمجة حاسبات (1),20478,محاضرة,4,ذكر,"['2 4', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",7,1444-11-21,08:00 ص - 11:00 ص,['عبدالمجيد ابراهيم سليمان الامير']
0,111 عال,برمجة حاسبات (1),50798,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['سلطان سعد صالح ال صالح']
0,111 عال,برمجة حاسبات (1),20479,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['سلطان سعد صالح ال صالح']
0,111 عال,برمجة حاسبات (1),20480,تمارين,ذكر,مفتوحة,['4'],['  09:15 ص - 10:20 ص'],---,---,---,['عبدالمجيد ابراهيم سليمان الامير']
0,111 عال,برمجة حاسبات (1),20487,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],7,1444-11-21,08:00 ص - 11:00 ص,['وسام عاطف خالد حتامله']
0,111 عال,برمجة حاسبات (1),20488,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['وسام عاطف خالد حتامله']
0,111 عال,برمجة حاسبات (1),20489,تمارين,ذكر,مفتوحة,['3'],['  10:30 ص - 11:35 ص'],---,---,---,['سلطان سعد صالح ال صالح']
0,111 عال,برمجة حاسبات (1),50799,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['سعد عبدالعزيز عبدالرحمن اليوسف']
0,111 عال,برمجة حاسبات (1),20506,محاضرة,4,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",7,1444-11-21,08:00 ص - 11:00 ص,['عبدالمجيد ابراهيم سليمان الامير']
0,111 عال,برمجة حاسبات (1),50845,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['بندر ابراهيم محمد الفياض']
0,111 عال,برمجة حاسبات (1),20508,تمارين,ذكر,مفتوحة,['2'],['  11:45 ص - 12:50 م'],---,---,---,['عبدالمجيد ابراهيم سليمان الامير']
0,111 عال,برمجة حاسبات (1),20507,عملي,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['بندر ابراهيم محمد الفياض']
0,111 عال,برمجة حاسبات (1),30297,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],7,1444-11-21,08:00 ص - 11:00 ص,['مراد مدني بوشناق']
0,111 عال,برمجة حاسبات (1),30298,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['سلطان سعد صالح ال صالح']
0,111 عال,برمجة حاسبات (1),30299,تمارين,ذكر,مفتوحة,['5'],['  08:00 ص - 09:05 ص'],---,---,---,['مراد مدني بوشناق']
0,111 عال,برمجة حاسبات (1),50846,عملي,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['مروان محمد خلف الميمونى']
0,111 عال,برمجة حاسبات (1),32555,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],7,1444-11-21,08:00 ص - 11:00 ص,['مراد مدني بوشناق']
0,111 عال,برمجة حاسبات (1),32557,تمارين,ذكر,مفتوحة,['1'],['  08:00 ص - 09:05 ص'],---,---,---,['مراد مدني بوشناق']
0,111 عال,برمجة حاسبات (1),50848,عملي,ذكر,مفتوحة,"['5', '5']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['بندر ابراهيم محمد الفياض']
0,111 عال,برمجة حاسبات (1),32556,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['بندر ابراهيم محمد الفياض']
0,111 عال,برمجة حاسبات (1),35922,محاضرة,4,ذكر,"['2', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",7,1444-11-21,08:00 ص - 11:00 ص,['سعد مسعود مسعود ايجاد']
0,111 عال,برمجة حاسبات (1),50796,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['بندر ابراهيم محمد الفياض']
0,111 عال,برمجة حاسبات (1),35923,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['سلطان سعد صالح ال صالح']
0,111 عال,برمجة حاسبات (1),35924,تمارين,ذكر,مفتوحة,['4'],['  08:00 ص - 09:05 ص'],---,---,---,['سلطان سعد صالح ال صالح']
0,111 عال,برمجة حاسبات (1),82506,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],7,1444-11-21,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,111 عال,برمجة حاسبات (1),82521,عملي,ذكر,مغلقة,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,111 عال,برمجة حاسبات (1),82508,تمارين,ذكر,مغلقة,['3'],['  11:45 ص - 12:50 م'],---,---,---,['لم يحدد من الكلية']
0,111 عال,برمجة حاسبات (1),82507,عملي,ذكر,مغلقة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,484 عال,استعادة المعلومات,82333,محاضرة,3,ذكر,"['2 4', '2']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",5,1444-11-26,01:00 م - 03:00 م,['محمد احمد محمد القعود']
0,484 عال,استعادة المعلومات,82334,تمارين,ذكر,مفتوحة,['4'],['  05:15 م - 06:20 م'],---,---,---,['محمد احمد محمد القعود']
0,999 هاب,التدريب العملي,32768,تدريب,1,ذكر,[],[],---,---,---,['لم يحدد من الكلية']
0,476 عال,الرسومات باستخدام الحاسب,82399,محاضرة,3,ذكر,"['2 4', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",3,1444-12-02,01:00 م - 03:00 م,['عبدالمنعم محمدعلي محمد حسن ارتولى']
0,476 عال,الرسومات باستخدام الحاسب,82400,تمارين,ذكر,مفتوحة,['4'],['  02:45 م - 03:50 م'],---,---,---,['عبدالمنعم محمدعلي محمد حسن ارتولى']
0,478 عال,معالجة وتحليل الصور الرقمية,77819,محاضرة,3,ذكر,"['1 3', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",7,1444-11-28,08:00 ص - 11:00 ص,['محمد حسن ولي حسين']
0,478 عال,معالجة وتحليل الصور الرقمية,77821,تمارين,ذكر,مفتوحة,['3'],['  02:45 م - 03:50 م'],---,---,---,['محمد حسن ولي حسين']
0,482 نال,الأعمال الالكترونية,20305,محاضرة,3,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",1,1444-11-22,08:00 ص - 11:00 ص,['محمد باسل عبدالقادر المكينزي']
0,482 نال,الأعمال الالكترونية,20306,تمارين,ذكر,مفتوحة,['2'],['  11:45 ص - 12:50 م'],---,---,---,['يزيد علي منصور الجربوع']
0,493 نال,امن المعلومات,30586,محاضرة,3,ذكر,"['2 4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-12-01,01:00 م - 04:00 م,['محمد مهدي حسن']
0,493 نال,امن المعلومات,30587,تمارين,ذكر,مفتوحة,['4'],['  04:00 م - 05:05 م'],---,---,---,['يزيد علي منصور الجربوع']
0,201 حسب,مباديء المحاسبة والتقرير المالي,19732,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],5,1444-11-26,10:30 ص - 12:30 م,['محمد عبدالرحمن محمد الفنتوخ']
0,201 حسب,مباديء المحاسبة والتقرير المالي,19733,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالعزيز بدر قبلان العتيبي']
0,201 حسب,مباديء المحاسبة والتقرير المالي,20711,محاضرة,3,ذكر,"['1 3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,10:30 ص - 12:30 م,['زياد عبدالله ناصر الحبجر']
0,201 حسب,مباديء المحاسبة والتقرير المالي,20712,تمارين,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['عبدالله ناصر سالم القحطاني']
0,201 حسب,مباديء المحاسبة والتقرير المالي,20718,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],5,1444-11-26,10:30 ص - 12:30 م,['محمد عبدالرحمن محمد الفنتوخ']
0,201 حسب,مباديء المحاسبة والتقرير المالي,20719,تمارين,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['عبدالعزيز بدر قبلان العتيبي']
0,201 حسب,مباديء المحاسبة والتقرير المالي,21417,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],5,1444-11-26,10:30 ص - 12:30 م,['احمد زكريا زكى عصيمى']
0,201 حسب,مباديء المحاسبة والتقرير المالي,21418,تمارين,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['عبدالله ناصر سالم القحطاني']
0,201 حسب,مباديء المحاسبة والتقرير المالي,30349,محاضرة,3,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",5,1444-11-26,10:30 ص - 12:30 م,['عبدالاله عبدالله محمد بن خنين']
0,201 حسب,مباديء المحاسبة والتقرير المالي,30350,تمارين,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['عبدالعزيز بدر قبلان العتيبي']
0,201 حسب,مباديء المحاسبة والتقرير المالي,30813,محاضرة,3,ذكر,"['4', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",5,1444-11-26,10:30 ص - 12:30 م,['محمد احمد حنفى محمود']
0,201 حسب,مباديء المحاسبة والتقرير المالي,30814,تمارين,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['زياد عبدالله ناصر الحبجر']
0,201 حسب,مباديء المحاسبة والتقرير المالي,32032,محاضرة,3,ذكر,"['1 3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,10:30 ص - 12:30 م,['محمد سلمان عبدالرحمن السلمان']
0,201 حسب,مباديء المحاسبة والتقرير المالي,32033,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالله ناصر سالم القحطاني']
0,201 حسب,مباديء المحاسبة والتقرير المالي,32570,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],5,1444-11-26,10:30 ص - 12:30 م,['عبدالعزيز بدر قبلان العتيبي']
0,201 حسب,مباديء المحاسبة والتقرير المالي,32571,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالله محمد عبدالعزيز آل سعيد']
0,201 حسب,مباديء المحاسبة والتقرير المالي,34954,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],5,1444-11-26,10:30 ص - 12:30 م,['عبدالعزيز بدر قبلان العتيبي']
0,201 حسب,مباديء المحاسبة والتقرير المالي,34955,تمارين,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['عبدالله محمد عبدالعزيز آل سعيد']
0,201 حسب,مباديء المحاسبة والتقرير المالي,37563,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],5,1444-11-26,10:30 ص - 12:30 م,['محمد عبدالمنعم عبدالعزيز يوسف']
0,201 حسب,مباديء المحاسبة والتقرير المالي,37564,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['زياد عبدالله ناصر الحبجر']
0,201 حسب,مباديء المحاسبة والتقرير المالي,79833,محاضرة,3,ذكر,"['1 3', '3']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",5,1444-11-26,10:30 ص - 12:30 م,['زياد عبدالله ناصر الحبجر']
0,201 حسب,مباديء المحاسبة والتقرير المالي,79834,تمارين,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['محمد عبدالرحمن محمد الفنتوخ']
0,201 حسب,مباديء المحاسبة والتقرير المالي,80647,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],5,1444-11-26,10:30 ص - 12:30 م,['محمد عبدالمنعم عبدالعزيز يوسف']
0,201 حسب,مباديء المحاسبة والتقرير المالي,80648,تمارين,ذكر,مفتوحة,"['4', '4']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['زياد عبدالله ناصر الحبجر']
0,201 حسب,مباديء المحاسبة والتقرير المالي,86890,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],5,1444-11-26,10:30 ص - 12:30 م,['محمد احمد حنفى محمود']
0,201 حسب,مباديء المحاسبة والتقرير المالي,86891,تمارين,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['عبدالاله عبدالله محمد بن خنين']
0,303 هال,اتصالات وشبكات الحاسب,30330,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],4,1444-11-25,08:00 ص - 11:00 ص,['نايف صالح عبدالعزيز المخضوب']
0,303 هال,اتصالات وشبكات الحاسب,30331,تمارين,ذكر,مفتوحة,['3'],['  01:30 م - 02:35 م'],---,---,---,['نايف صالح عبدالعزيز المخضوب']
0,303 هال,اتصالات وشبكات الحاسب,64232,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],4,1444-11-25,08:00 ص - 11:00 ص,['وليد خالد مقبل الغانم']
0,303 هال,اتصالات وشبكات الحاسب,64233,تمارين,ذكر,مفتوحة,['2'],['  01:30 م - 02:35 م'],---,---,---,['وليد خالد مقبل الغانم']
0,303 هال,اتصالات وشبكات الحاسب,86290,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],4,1444-11-25,08:00 ص - 11:00 ص,['رضا بن محمد الطيب عوني']
0,303 هال,اتصالات وشبكات الحاسب,86291,تمارين,ذكر,مفتوحة,['3'],['  01:30 م - 02:35 م'],---,---,---,['رضا بن محمد الطيب عوني']
0,101 ادا,مباديء الإدارة والأعمال,20717,محاضرة,3,ذكر,"['1 3', '3']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",4,1444-11-25,10:30 ص - 12:30 م,['فيصل فهد عبدالعزيز المنيع']
0,101 ادا,مباديء الإدارة والأعمال,32566,محاضرة,3,ذكر,"['2 4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-25,10:30 ص - 12:30 م,['فيصل حمد ناصر الشبانات']
0,101 ادا,مباديء الإدارة والأعمال,56933,محاضرة,3,ذكر,"['4', '2 4']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",4,1444-11-25,10:30 ص - 12:30 م,['فيصل حمد ناصر الشبانات']
0,101 ادا,مباديء الإدارة والأعمال,81940,محاضرة,3,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-25,10:30 ص - 12:30 م,['فيصل حمد ناصر الشبانات']
