,course_code,course_name,section_number,course_type,course_hours,course_gender,course_day,course_time,final_exam_day,final_exam_date,final_exam_time,lecturer
0,100 عرب,مهارات الكتابة.,64831,محاضرة,2,ذكر,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,64832,محاضرة,2,ذكر,"['4', '4']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,66275,محاضرة,2,ذكر,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,66276,محاضرة,2,ذكر,"['3', '3']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,66279,محاضرة,2,ذكر,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,66280,محاضرة,2,ذكر,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,66281,محاضرة,2,ذكر,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,66282,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,66283,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,66720,محاضرة,2,ذكر,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,68400,محاضرة,2,ذكر,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,68502,محاضرة,2,ذكر,"['5', '5']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,69676,محاضرة,2,ذكر,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,69677,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,71970,محاضرة,2,ذكر,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,71971,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,73412,محاضرة,2,ذكر,"['4', '4']","['  05:15 م - 06:20 م', '  06:30 م - 07:35 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,76550,محاضرة,2,ذكر,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,76552,محاضرة,2,ذكر,"['3', '3']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,76553,محاضرة,2,ذكر,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,76555,محاضرة,2,ذكر,"['2', '2']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,76556,محاضرة,2,ذكر,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,76558,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,76560,محاضرة,2,ذكر,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
